58,"""Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.""","If you allow some leeway on what accounts for top staff, Trump is close on the numbers. But the statistical pool is too limited and the methodology is too crude to demonstrate evidence of hypocrisy. Just as Democrats often over-simplify the meaning of related claim, Trump is guilty of ignoring the nuances of gender-based wage disparities."
59,Undocumented workers pay more than Trump in federal income taxes,"While there is no official figure, experts estimate that about half of all undocumented workers pay federal income taxes, if not more. So in a year when Trump does not pay federal income taxes, which has been the case in the past, undocumented immigrants who do federal pay income taxes would pay more than him.
But Clinton makes it seem as if this is a present state, and we don’t know anything about Trump’s current tax situation because he has not made his tax returns public. For that reason, we have no way of comparing Trump’s federal income tax payments to those of any given undocumented immigrant."
60,"""Hillary Clinton lied many times to the FBI.""","We don't know exactly what Clinton told FBI investigators. We also know, however, that Trump failed to back up his allegation. Former FBI director Comey in congressional testimony said there was no basis to conclude she lied to the FBI."
61,The unemployment rate may be as high as 42 percent.,"There are perhaps 11.5 million Americans who do not have obvious reasons for not working. If you turn this into a new type of ""unemployment"" rate, it comes out to 16.4 percent. That’s higher than the U-6 rate of 10.3 percent, but it’s only a small fraction of the 42 percent Trump claimed. The U-6 rate (a measure of unemployment) includes both those who are officially ""unemployed"" and those who are working part time for economic reasons and those who are ""marginally attached"" to the work force.)"
62,Edward Snowden could have gotten all of the protections of being a whistleblower.,"While American law does shield government whistleblowers, it wouldn't necessarily apply in Snowden's case. It seems that protections and justifications referenced by Clinton were not compelling enough."
63,I lowered taxes over the last two years.,"Obama has raised taxes on cigarettes and indoor tanning, and the health care law includes a tax penalty on the uninsured. The health care law also includes new taxes on the wealthy, increasing the rates they pay on Medicare hospital taxes starting in 2013 It's also true that Obama has successfully supported tax reductions for workers who make less than $200,000 a year or couples who make less than $250,000.
Obama kicked off his tax cuts for workers with the economic stimulus, formally known as the American Recovery and Reinvestment Act. He asked for tax cuts of $500 per worker per year; Congress agreed to $400. The tax cuts -- called Making Work Pay -- were implemented in early 2009 and people saw small increases in their paychecks."
64,"In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.","Kaine, six days after taking office in 2006, did propose a plan to raise about $1 billion a year for transportation. Trump calls it a ""nearly $4 billion tax increase,"" citing a figure used in a newspaper article at the time. But the article said that sum would be realized over four years. Trump, in using that high $4 billion figure, omits the clarifying time span.
The tax package centered on raising levies on auto insurance and vehicle purchases in addition to increasing car registration fees. It would have affected people with taxable incomes of $17,000 or lower - if they had a car."
65,The media distortedwhat happened with a baby at my rally.,"Devan Ebert, the mother herself, said at a post""I laughed. I understand he says things jokingly, and I understand no one wants to speak over or struggle to listen over a crying baby. I am in no way offended and I again reiterate, Mr. Trump NEVER kicked me or my child out of the Briar Woods High School, Trump rally."""
66,"""Parents and teachers are already worrying about what they call the ‘Trump Effect.’ They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslims and immigrants.""","Teachers surveyed by the Southern Poverty Law Center study reported an increase in bullying and harassment, particularly involving anti-immigrant and anti-Muslim sentiments. Many of these teachers, unsolicited, cited Trump’s campaign rhetoric and the accompanying discourse as the likely reason for this behavior.
The term Trump Effect is a product of the survey’s authors. And the survey is unscientific because it's based on anecdotal reports. But experts in bullying told us the Southern Poverty Law Center’s survey and their sense of current trends in schools supports Clinton’s point."
67,"If you actually took the number of Muslims Americans, we'd be one of the largest Muslim countries in the world.","Indeed, by even the most generous estimate we found of 8 million, the United States still ranks 29 out of 60."
68,I lowered taxes over the last two years.,"Obama has raised taxes on cigarettes and indoor tanning, and the health care law includes a tax penalty on the uninsured. The health care law also includes new taxes on the wealthy, increasing the rates they pay on Medicare hospital taxes starting in 2013 It's also true that Obama has successfully supported tax reductions for workers who make less than $200,000 a year or couples who make less than $250,000.
Obama kicked off his tax cuts for workers with the economic stimulus, formally known as the American Recovery and Reinvestment Act. He asked for tax cuts of $500 per worker per year; Congress agreed to $400. The tax cuts -- called Making Work Pay -- were implemented in early 2009 and people saw small increases in their paychecks."
69,"In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year 2008.","According to a report from the Defense Department based on information from coalition forces and the Iraqi government, civilian deaths in Iraq ranged from 600 in January 2008 up to 950 in April. The number of civilian deaths in early 2009 have been markedly lower: 270 in January, 230 in February and 260 in March. That's dramatically lower than late 2006 and early 2007, when civilian deaths were about 3,500 a month."
70,"Hillary Clinton, citing 'Trump Effect,' says teachers are reporting more bullying in schools","Teachers surveyed by the Southern Poverty Law Center study reported an increase in bullying and harassment, particularly involving anti-immigrant and anti-Muslim sentiments. Many of these teachers, unsolicited, cited Trump’s campaign rhetoric and the accompanying discourse as the likely reason for this behavior.
The term Trump Effect is a product of the survey’s authors. And the survey is unscientific because it's based on anecdotal reports. But experts in bullying told us the Southern Poverty Law Center’s survey and their sense of current trends in schools supports Clinton’s point."
71,"""Parents and teachers are already worrying about what they call the ‘Trump Effect.’ They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslims and immigrants.""","An online survey of approximately 2,000 K-12 teachers and found: ""Teachers have noted an increase in bullying, harassment and intimidation of students whose races, religions or nationalities have been the verbal targets of candidates on the campaign trail."". This support Clinton's claim but that survey noted examples of students getting bullied by others because they or their parents support Trump."
72,"The civilian deaths, incidents of bombings, etc., in Republic of Iraq remain very low relative to what was going on last year 2008.","According to a report from the Defense Department based on information from coalition forces and the Iraqi government, civilian deaths in Iraq ranged from 600 in January 2008 up to 950 in April. The number of civilian deaths in early 2009 have been markedly lower: 270 in January, 230 in February and 260 in March. That's dramatically lower than late 2006 and early 2007, when civilian deaths were about 3,500 a month."
